Rxn,cytosol,plastid,plasma membrane,mitochondria,peroxisome,vacuole,thylakoid,inner mitochondrial matrix
RXN_11361,1,0,0,0,0,0,0,0
RXN_12893,1,0,0,0,0,0,0,0
RXN_12894,1,0,0,0,0,0,0,0
RXN_12895,1,0,0,0,0,0,0,0
rxn0_366,1,0,0,0,0,0,0,0
4_4_1_19_RXN,1,0,0,0,0,0,0,0
RXN_14062,1,0,0,0,0,0,0,0
R02873,1,0,0,0,0,0,0,0
RXN_15043,1,0,0,0,0,0,0,0
ORNITHINE__OXO_ACID_AMINOTRANSFERASE_RXN,1,0,0,0,0,0,0,0
RXN_15046,1,0,0,0,0,0,0,0
RIBOFLAVIN_SYN_RXN,0,1,0,0,0,0,0,0
RXN1G_395,1,0,0,0,0,0,0,0
RXN_1064,1,1,1,1,0,1,0,0
CATAL_RXN,1,1,0,0,1,0,0,0
ACETYL_COA_CARBOXYLTRANSFER_RXN,1,1,0,0,0,0,0,0
RXN_7836,1,0,0,0,0,0,0,0
RXN_7835,0,0,0,0,1,0,0,0
2_3_1_67_RXN,1,0,0,0,0,0,0,0
RXN_14116,1,1,0,1,0,0,0,0
cpd_12575_c2,0,0,0,0,0,0,0,0
12_OXOPHYTODIENOATE_REDUCTASE_RXN,0,0,0,0,1,0,0,0
ACETYLORNDEACET_RXN,0,1,0,0,0,0,0,0
NQOR_RXN,1,1,0,0,1,0,0,0
2_3_1_41_RXN,0,1,0,0,0,0,0,0
RXN0_984,1,0,0,1,0,0,0,0
RXN0_985,1,0,0,0,0,0,0,0
RXN0_986,1,0,0,0,0,0,0,0
RXN_1823,1,0,0,0,0,0,0,0
SUCROSE_PHOSPHATASE_RXN,1,0,0,0,0,0,0,0
2_7_9_4_RXN,0,1,0,0,0,0,0,0
ACETYLORNTRANSAM_RXN,0,1,0,0,0,0,0,0
KDOTRANS2_RXN,1,0,0,0,0,0,0,0
GALACTONOLACTONE_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
DEPHOSPHOCOAKIN_RXN,0,1,0,0,0,0,0,0
GLUCOKIN_RXN,1,0,0,0,0,0,0,0
mzrxn2,0,0,0,0,0,0,0,0
RXN66_313,1,0,0,0,0,0,0,0
3_1_1_78_RXN,1,0,0,0,0,0,0,0
RXN_13760,1,0,0,0,0,0,0,0
4_COUMARATE__COA_LIGASE_RXN,1,0,0,0,1,0,0,0
UROGENIIISYN_RXN,0,1,0,0,0,0,0,0
ARGDECARBOX_RXN,0,1,0,0,0,0,0,0
RXNQT_4141,1,0,0,0,0,0,0,0
RXNQT_4143,0,1,0,0,0,0,0,0
RXNQT_4142,1,0,0,0,0,0,0,0
PHENYLPYRUVATE_TAUTOMERASE_RXN,1,0,0,0,0,0,0,0
R02890,1,0,0,0,0,0,0,0
APYRASE_RXN,1,1,0,1,0,0,0,0
CYSTATHIONINE_BETA_SYNTHASE_RXN,1,0,0,0,0,0,0,0
VALINE__TRNA_LIGASE_RXN,1,0,0,1,0,0,0,0
rxn_11272,0,1,0,0,0,0,0,0
RXN66_221,1,0,0,0,0,0,0,0
ACETOOHBUTREDUCTOISOM_RXN,0,1,0,0,0,0,0,0
ASPARTATE_RACEMASE_RXN,0,1,0,0,0,0,0,0
OHBUTYRYL_COA_EPIM_RXN,0,0,0,0,1,0,0,0
CERAMIDE_KINASE_RXN,1,0,0,0,0,0,0,0
THIOSULFATE_SULFURTRANSFERASE_RXN,0,1,0,1,0,0,0,0
RXN_13736,1,0,0,0,0,0,0,0
RXN_13734,1,0,0,0,0,0,0,0
RXN_13735,1,0,0,0,0,0,0,0
RXN_6501,1,0,0,0,0,0,0,0
DUDPKIN_RXN,0,1,0,0,0,0,0,0
OROTPDECARB_RXN,1,1,0,0,0,0,0,0
3_2_1_14_RXN,0,0,1,1,0,0,0,0
Hemicellulose_synthesis,1,0,0,0,0,0,0,0
NARINGENIN_CHALCONE_SYNTHASE_RXN,0,1,0,0,0,0,0,0
RXN_8909,1,0,0,0,0,0,0,0
RXN_1882,1,0,0,0,0,0,0,0
RXN_1884,1,0,0,0,0,0,0,0
RXN3O_4113,0,1,0,0,0,0,0,0
SPERMINE_SYNTHASE_RXN,1,0,0,1,0,0,0,0
7KAPSYN_RXN,0,1,0,1,1,0,0,0
3_2_1_17_RXN,1,0,0,0,0,0,0,0
RXN_12613,1,0,0,0,0,0,0,0
ATPPHOSPHORIBOSYLTRANS_RXN,0,1,0,0,0,0,0,0
RXN_7633,1,0,0,0,0,0,0,0
RXN_7632,1,0,0,0,0,0,0,0
1_1_1_248_RXN,1,0,0,0,0,0,0,0
OXALYL_COA_DECARBOXYLASE_RXN,1,0,0,0,0,0,0,0
RXN_13139,1,0,0,0,0,0,0,0
THIAMIN_PYROPHOSPHOKINASE_RXN,0,1,0,0,0,0,0,0
ALCOHOL_DEHYDROGENASE_NADPORNOP+_RXN,1,0,0,0,0,0,0,0
R07680,1,0,0,0,0,0,0,0
GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN,0,1,0,0,0,0,0,0
RXNQT_4366,1,0,0,0,0,0,0,0
aconitatedehydr_rxn,0,0,0,1,0,0,0,0
gcvmulti_rxn,0,1,0,0,0,0,0,0
RXN_12618,0,0,0,0,0,1,0,0
rxn_11949,1,0,0,0,0,0,0,0
rxn_11948,1,0,0,0,0,0,0,0
rxn_11947,1,0,0,0,0,0,0,0
rxn_11946,1,0,0,0,0,0,0,0
RXN_8475,1,0,0,0,0,0,0,0
RXN_8473,1,0,0,0,0,0,0,0
RXN_8471,1,0,0,0,0,0,0,0
2_1_1_145_RXN,1,0,0,0,0,0,0,0
RXN_9204,1,0,0,0,0,0,0,0
PHOSACETYLGLUCOSAMINEMUT_RXN,1,0,0,0,0,0,0,0
GERANIOL_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
KDOTRANS_RXN,1,0,0,0,0,0,0,0
TETRAACYLDISACC4KIN_RXN,1,0,0,0,0,0,0,0
GUANPRIBOSYLTRAN_RXN,1,0,0,0,0,0,0,0
DOLICHOL_KINASE_RXN,0,0,1,0,0,0,0,0
2PGADEHYDRAT_RXN,1,1,0,0,0,0,0,0
2_7_1_134_RXN,0,1,0,0,0,0,0,0
R01759,1,0,0,0,0,0,0,0
RXN_2981,1,0,0,0,0,0,0,0
R03260,1,0,0,0,0,0,0,0
DCYSDESULF_RXN,0,0,0,1,0,0,0,0
DIACYLGLYKIN_RXN,0,0,1,0,0,0,0,0
RXN_12718,1,0,0,0,0,0,0,0
RXN_3741,1,0,0,0,0,0,0,0
3_6_3_6_RXN,0,0,0,0,0,0,0,0
ADENYLATECYC_RXN,1,0,0,1,1,0,0,0
RXN_12393,1,0,0,0,0,0,0,0
ACETYLGLUTKIN_RXN,0,1,0,0,0,0,0,0
RXN_9479,1,0,0,0,0,0,0,0
3_1_1_69_RXN,1,0,0,0,0,0,0,0
1_5_99_12_RXN,1,0,0,0,0,0,0,0
R00936,1,0,0,0,0,0,0,0
R03918,1,0,0,0,0,0,0,0
CASBENE_SYNTHASE_RXN,1,0,0,0,0,0,0,0
MR00234,0,1,0,0,0,0,0,0
RXN_5962,0,1,0,0,0,0,0,0
1_3_3_9_RXN,1,0,0,0,0,0,0,0
R01221,0,1,0,0,0,0,0,0
RXN_1402,0,1,0,1,0,0,0,0
RXN_1403,0,1,0,0,0,0,0,0
TREHALA_RXN,1,1,0,0,0,0,0,0
2_3_1_162_RXN,1,0,0,0,0,0,0,0
RXN_9658,0,1,0,0,0,0,0,0
LANOSTEROL_SYNTHASE_RXN,1,0,0,0,0,0,0,0
RXN_9655,0,1,0,0,0,0,0,0
RXN_9657,0,1,0,0,0,0,0,0
SUCROSE_SYNTHASE_RXN,1,0,0,0,0,0,0,0
RXN_9651,0,1,0,0,0,0,0,0
RXN_9650,0,1,0,0,0,0,0,0
RXN_9653,0,1,0,0,0,0,0,0
RXN_9652,0,1,0,0,0,0,0,0
2_3_1_150_RXN,1,0,0,0,0,0,0,0
ARYLFORMAMIDASE_RXN,1,0,0,0,0,0,0,0
RXN_13473,1,0,0,0,0,0,0,0
RXN_12979,1,0,1,0,0,0,0,0
NICONUCADENYLYLTRAN_RXN,1,0,0,0,0,0,0,0
1_1_1_51_RXN,1,0,0,0,0,0,0,0
DTDPDEHYRHAMREDUCT_RXN,0,0,0,1,0,0,0,0
RXN_7931,1,0,0,0,0,0,0,0
RIBONUCLEOSIDE_DIP_REDUCTI_RXN,0,0,0,1,0,0,0,0
D_AMINO_ACID_OXIDASE_RXN,0,1,0,0,0,0,0,0
RXN_10711,1,0,0,0,0,0,0,0
RXN_11375,1,0,0,0,0,0,0,0
RXN_11376,1,0,0,0,0,0,0,0
RXN_9685,1,0,0,0,0,0,0,0
D_XYLOSE_1_DEHYDROGENASE_NADP+_RXN,0,1,0,0,0,0,0,0
R02263,1,0,0,0,0,0,0,0
SUPEROX_DISMUT_RXN,1,1,0,1,0,0,0,0
PHENOL_2_MONOOXYGENASE_RXN,1,0,0,0,0,0,0,0
DIAMINOPIMDECARB_RXN,0,1,0,0,0,0,0,0
PLASTOQUINOL__PLASTOCYANIN_REDUCTASE_RXN,0,0,0,0,0,0,0,0
5_5_1_13_RXN,0,1,0,0,0,0,0,0
PUTRESCINE_OXIDASE_RXN,0,0,0,1,0,0,0,0
R04543,0,1,0,0,0,0,0,0
HYDROXYMETHYLGLUTARYL_COA_SYNTHASE_RXN,1,0,0,0,0,0,0,0
RXN_11396,1,0,0,0,0,0,0,0
rxn_16398,0,1,0,0,0,0,0,0
ADENODEAMIN_RXN,0,1,0,0,1,0,0,0
RXN_10625,0,1,0,0,0,0,0,0
SINAPINE_ESTERASE_RXN,1,1,0,0,1,0,0,0
RXN_14102,1,0,0,0,0,0,0,0
3_5_5_4_RXN,1,0,0,0,0,0,0,0
RXN0_1147,1,0,0,0,0,0,0,0
RXN_13452,1,0,0,0,0,0,0,0
RXN_10441,1,0,0,0,0,0,0,0
LEUCPEL_RXN,1,0,0,0,0,0,0,0
FUMARYLACETOACETASE_RXN,1,1,0,0,0,0,0,0
R00326,1,0,0,0,0,0,0,0
3_1_3_77_RXN,1,1,0,1,1,0,0,0
DIHYDROXYMETVALDEHYDRAT_RXN,0,1,0,0,0,0,0,0
2_4_1_46_RXN,0,1,0,0,0,0,0,0
3_6_4_8_RXN,1,0,0,0,0,0,0,0
TRANS_HEXAPRENYLTRANSTRANSFERASE_RXN,0,1,0,0,0,0,0,0
RXN_2945,1,0,0,0,0,0,0,0
RXN_14070,1,0,0,0,0,0,0,0
RXN_14071,1,0,0,0,0,0,0,0
RXN_14072,1,0,0,0,0,0,0,0
RXN66_362,1,0,0,0,0,0,0,0
R04544,0,1,0,0,0,0,0,0
RXNQT_4171,1,0,0,0,0,0,0,0
RXNQT_4174,1,0,0,0,0,0,0,0
RXNQT_4178,1,0,0,0,0,0,0,0
DETHIOBIOTIN_SYN_RXN,0,0,0,1,0,0,0,0
2_4_1_82_RXN,1,1,0,0,0,0,0,0
ADENYLYLSULFATASE_RXN,1,1,0,1,0,0,0,0
3_1_1_73_RXN,1,1,1,0,1,0,0,0
UREIDOGLYCOLATE_HYDROLASE_RXN,1,0,0,0,0,0,0,0
RXN3O_178,0,1,0,1,1,0,0,0
RXN_13926,1,0,0,0,0,0,0,0
PROPIONATE__COA_LIGASE_RXN,0,0,0,0,1,0,0,0
GLUTAMATE_SYNTHASE_NADH_RXN,0,1,0,0,0,0,0,0
RXN_13707,1,0,0,0,0,0,0,0
R07765,0,1,0,0,0,0,0,0
1_14_13_93_RXN,1,0,0,0,0,0,0,0
2_8_1_6_RXN,0,0,0,1,0,0,0,0
R07763,0,1,0,0,0,0,0,0
R01321,0,1,0,0,0,0,0,0
RXN1F_775,1,0,0,0,0,0,0,0
ORNITHINE_GLU_AMINOTRANSFERASE_RXN,1,1,0,1,0,0,0,0
1_5_5_1_RXN,0,0,0,1,0,0,0,0
RXN1F_170,1,0,0,0,0,0,0,0
RXN_8916,1,0,0,0,0,0,0,0
RXN_10841,1,0,1,1,1,0,0,0
rxn_11956,1,0,0,0,0,0,0,0
RXN_13405,1,0,0,0,0,0,0,0
RXN_2208,1,0,0,0,0,0,0,0
rxn_11958,1,0,0,0,0,0,0,0
R01817,1,0,0,0,0,0,0,0
GLUTAMATE_DEHYDROGENASE_NADP+_RXN,1,1,0,1,1,0,0,0
ACYLPHOSPHATASE_RXN,0,1,0,0,0,0,0,0
NADH_DEHYDROG_A_RXN,0,0,0,0,0,0,0,0
RXN_8684,1,0,0,0,0,0,0,0
RXN_8683,1,0,0,0,0,0,0,0
RXN_17351,1,0,0,0,0,0,0,0
RXN_17352,1,0,0,0,0,0,0,0
RXN_13142,1,0,0,0,0,0,0,0
rxn_15479,0,0,0,0,0,0,1,0
RXNQT_4359,1,0,0,0,0,0,0,0
TRANS_PENTAPRENYLTRANSFERASE_RXN,0,1,0,0,0,0,0,0
3_7_1_9_RXN,1,0,0,0,0,0,0,0
ISOFLAVONE_7_O_GLUCOSYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
RXNQT_4193,1,0,1,0,0,0,0,0
RXNQT_4191,0,1,0,0,0,0,0,0
CYTOCHROME_B5_REDUCTASE_RXN,1,1,0,0,0,0,0,0
ACYLCOASYN_RXN,0,0,0,1,0,0,0,0
rxn_11950,1,0,0,0,0,0,0,0
RXN_8460,1,0,0,0,0,0,0,0
RXN_698,1,1,0,0,0,0,0,0
CINNAMYL_ALCOHOL_DEHYDROGENASE_RXN,1,0,1,0,0,1,0,0
R01325,1,0,0,0,0,0,0,0
RXN_8469,1,0,0,0,0,0,0,0
rxn_11959,1,0,0,0,0,0,0,0
PHOSPHAGLYPSYN_RXN,1,0,0,0,0,0,0,0
GLYCEROL_1_PHOSPHATASE_RXN,0,0,0,1,0,0,0,0
HEXOKINASE_RXN,1,0,0,1,0,0,0,0
BENZALDEHYDE_DEHYDROGENASE_NAD+_RXN,1,1,0,0,1,0,0,0
RIBULOKIN_RXN,1,0,0,0,0,0,0,0
MANNOSE_6_PHOSPHATE_6_REDUCTASE_RXN,1,0,0,0,0,0,0,0
RXN_743,1,0,0,0,0,0,0,0
CYSTEAMINE_DIOXYGENASE_RXN,1,0,0,0,0,0,0,0
GLUTAMINESYN_RXN,1,1,0,1,0,0,0,0
RXN_8042,0,1,0,0,0,0,0,0
RXN_9310,1,0,0,0,0,0,0,0
RXN_9311,1,0,0,0,1,0,0,0
RXN_3422,1,0,0,0,0,0,0,0
DEOXYCYTIDINE_KINASE_RXN,1,0,0,0,0,0,0,0
RXN_8262,1,0,0,0,0,0,0,0
HOLO_ACP_SYNTH_RXN,0,1,0,0,0,0,0,0
RXN_16405,1,0,0,0,0,0,0,0
RXN_16404,1,0,0,0,0,0,0,0
RXN_16403,1,0,0,0,0,0,0,0
RXN_16402,1,0,0,0,0,0,0,0
RXN_16401,1,0,0,0,0,0,0,0
RXN_16400,0,1,0,0,0,0,0,0
RXN_16408,1,0,0,0,0,0,0,0
RXN_12415,1,0,0,0,0,0,0,0
1_5_1_9_RXN,1,0,0,0,0,0,0,0
PEPCARBOX_RXN,1,0,0,0,0,0,0,0
HYOSCYAMINE_6_DIOXYGENASE_RXN,1,0,0,0,0,0,0,0
NUCLEOTIDASE_RXN,1,0,0,0,0,0,0,0
ASPARTATEKIN_RXN,0,1,0,0,0,0,0,0
RXN_16393,1,1,0,0,1,0,0,0
RXN_11758,1,0,0,0,0,0,0,0
RXN_9225,1,0,0,0,0,0,0,0
RXN_9227,1,0,0,0,0,0,0,0
RXN_9220,1,0,0,0,0,0,0,0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN,1,1,0,0,0,0,0,0
R01251,1,1,0,0,0,0,0,0
SERINE_C_PALMITOYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
RXN_9229,1,0,0,0,0,0,0,0
OMEGA_AMIDASE_RXN,0,1,0,0,0,0,0,0
3_1_3_57_RXN,0,1,0,0,0,0,0,0
RXN_11052,1,0,0,0,0,0,0,0
RXN0_5398,0,1,0,0,0,0,0,0
RXN_525,1,0,0,0,0,0,0,0
RXN_527,1,0,0,0,0,0,0,0
RXNQT_4150,1,1,0,1,0,0,0,0
IPPISOM_RXN,1,1,0,0,0,0,0,0
PRTRANS_RXN,0,1,0,0,0,0,0,0
3_2_1_106_RXN,1,0,0,0,0,0,0,0
1_14_19_2_RXN,0,1,0,0,0,0,0,0
ADENOSYLHOMOCYSTEINE_NUCLEOSIDASE_RXN,1,0,0,0,0,0,0,0
PHENOL_BETA_GLUCOSYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
ISOCIT_CLEAV_RXN,1,1,0,1,0,0,0,0
RXN_4210,1,0,1,0,0,0,0,0
mzrxn19,0,0,0,0,0,0,0,0
2_4_1_19_RXN,1,0,0,0,0,0,0,0
RXN_7922,1,1,0,1,0,0,0,0
RXN_10708,0,0,0,0,1,0,0,0
RXN_11836,0,1,0,0,0,0,0,0
RXN_10706,0,0,0,0,1,0,0,0
RXN_10707,0,0,0,0,1,0,0,0
RXN_10704,0,0,0,0,1,0,0,0
RXN_10705,0,0,0,0,1,0,0,0
RXN_10702,0,0,0,0,1,0,0,0
RXN_10703,0,0,0,0,1,0,0,0
RXN_10700,0,0,0,0,1,0,0,0
RXN_10701,0,0,0,0,1,0,0,0
3_4_13_9_RXN,1,0,0,0,0,0,0,0
3_1_2_21_rxn,0,1,0,0,0,0,0,0
1_3_99_5_RXN,0,1,1,0,0,0,0,0
3_1_4_10_RXN,1,0,0,0,0,0,0,0
RXN_12561,1,0,0,0,0,0,0,0
rxn_16416,0,1,0,0,0,0,0,0
rxn_16417,0,1,0,0,0,0,0,0
STEROL_GLUCOSYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
RXN_15065,1,1,0,0,1,0,0,0
RXN_15066,1,1,0,0,1,0,0,0
1_2_1_13_RXN,0,1,0,0,0,0,0,0
ETHYL_RXN,0,1,0,0,1,0,0,0
RXN_1225,0,1,0,0,0,0,0,0
RXN_11819,1,0,0,0,0,0,0,0
4OHBENZOATE_OCTAPRENYLTRANSFER_RXN,0,1,0,0,0,0,0,0
RXN_7815,1,0,0,0,0,0,0,0
RXN_9700,1,0,0,0,0,0,0,0
ALLENE_OXIDE_CYCLASE_RXN,0,1,0,0,0,0,0,0
RXN_115,1,0,0,0,0,0,0,0
RXN_1223,0,1,0,0,0,0,0,0
GLYOXI_RXN,0,1,0,0,0,0,0,0
RXNQT_4384,1,0,0,0,0,0,0,0
RXN_111,1,0,0,0,0,0,0,0
2_HYDROXYGLUTARATE_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
plastoquinone_c2,0,0,0,0,0,0,0,0
MALATE_DEH_RXN,1,1,0,1,1,0,0,0
ADP_DEAMINASE_RXN,1,0,0,0,0,0,0,0
MR01081,1,0,0,0,0,0,0,0
2_4_1_111_RXN,1,0,0,0,0,0,0,0
RXN_10032,1,0,0,0,0,0,0,0
RXN_10035,1,0,0,0,0,0,0,0
RXN_10036,1,0,0,0,0,0,0,0
FLAVONOL_3_SULFOTRANSFERASE_RXN,1,0,0,0,0,0,0,0
ASPAMINOTRANS_RXN,1,1,0,1,1,0,0,0
rxn_2001,0,1,0,0,0,0,0,0
RXNQT_4165,1,0,0,0,0,0,0,0
R145_RXN,1,0,0,0,0,0,0,0
rxn_2005,0,1,0,0,0,0,0,0
rxn_2006,0,1,0,0,0,0,0,0
RXNQT_4168,1,0,0,0,0,0,0,0
PHENYLALANINE_AMMONIA_LYASE_RXN,1,1,0,0,0,0,0,0
TRANS_CINNAMATE_4_MONOOXYGENASE_RXN,1,1,0,0,0,0,0,0
BETA_GLUCURONID_RXN,1,0,0,0,0,0,0,0
3_HYDROXYBUTYRYL_COA_DEHYDROGENASE_RXN,0,0,0,0,1,0,0,0
FERRIC_CHELATE_REDUCTASE_RXN,0,1,1,1,0,0,0,0
1_1_99_28_RXN,1,0,0,0,0,0,0,0
RXN_13198,1,0,0,0,0,0,0,0
RXN_18266,0,1,0,0,0,0,0,0
ALANINE__GLYOXYLATE_AMINOTRANSFERASE_RXN,0,0,0,1,1,0,0,0
3_PHOSPHOGLYCERATE_PHOSPHATASE_RXN,1,1,0,1,0,0,0,0
2_3_1_180_RXN,0,1,0,0,0,0,0,0
2_ACYLGLYCEROL_O_ACYLTRANSFERASE_RXN,1,1,1,1,0,0,0,0
RXN_14538,1,0,0,0,0,0,0,0
MALEYLACETOACETATE_ISOMERASE_RXN,1,0,0,0,0,0,0,0
2_4_1_218_RXN,1,0,0,0,0,0,0,0
RXN_14531,1,0,0,0,0,0,0,0
RXN_14536,1,0,0,0,0,0,0,0
RXN_10857,0,1,0,0,0,0,0,0
rxn_15816,0,0,0,0,0,0,0,0
RXN0_2382,0,1,0,0,0,0,0,0
RXN1F_168,1,0,0,0,0,0,0,0
rxn_15124,0,1,0,0,0,0,0,0
RXN_5781,0,1,0,0,0,0,0,0
RXN66_483,1,0,0,0,0,0,0,0
RXN66_484,1,0,0,0,0,0,0,0
PGLUCISOM_RXN,1,1,0,0,0,0,0,0
RXN_8678,1,0,0,0,0,0,0,0
RXN_8679,1,0,0,0,0,0,0,0
PGLYCDEHYDROG_RXN,0,1,0,0,0,0,0,0
rxn_11357,0,1,0,0,0,0,0,0
R02421,1,0,0,0,0,0,0,0
RXN_13158,0,1,0,0,0,0,0,0
SULFATE_ADENYLYLTRANSFERASE_ADP_RXN,1,1,0,1,0,0,0,0
AMINOGLYCOSIDE_N6_ACETYLTRANSFERASE_RXN,1,1,0,0,0,0,0,0
RXNQT_4387,0,1,1,1,1,0,0,0
PYRUVATEORTHOPHOSPHATE_DIKINASE_RXN,1,1,0,0,0,0,0,0
RXN_8414,1,0,0,0,0,0,0,0
RXN_8415,1,0,0,0,0,0,0,0
RXN_8416,1,0,0,0,0,0,0,0
RXN_1641,0,1,0,0,0,0,0,0
RXN_8418,1,0,0,0,0,0,0,0
TYROSINE_AMINOTRANSFERASE_RXN,1,1,0,1,1,0,0,0
2_1_1_114_RXN,0,1,0,0,0,0,0,0
MANDELONITRILE_LYASE_RXN,1,0,0,0,0,1,0,0
RXN_8891,0,0,0,1,0,0,0,0
BETA_UREIDOPROPIONASE_RXN,1,1,0,0,0,0,0,0
RXN_8898,1,0,0,0,0,0,0,0
RXN0_6710,1,1,0,0,0,0,0,0
GLUTATHIONE_PEROXIDASE_RXN,0,1,0,0,0,0,0,0
F16ALDOLASE_RXN,1,1,0,0,0,0,0,0
GSAAMINOTRANS_RXN,0,1,0,0,0,0,0,0
R02236,1,0,0,0,0,0,0,0
GDPMANDEHYDRA_RXN,1,0,0,0,0,0,0,0
2_4_1_123_RXN,1,0,0,0,0,0,0,0
INOSINE_NUCLEOSIDASE_RXN,1,0,0,0,1,0,0,0
CHORISMATE_SYNTHASE_RXN,1,1,0,0,0,0,0,0
GCVT_RXN,1,0,0,0,0,0,0,0
RXN_16418,1,0,0,0,0,0,0,0
RXN_6841,1,0,0,0,1,0,0,0
RXN_12201,1,0,0,0,0,0,0,0
RXN_5472,1,0,0,0,0,0,0,0
R04724,0,1,0,0,0,0,0,0
ALCOHOL_DEHYDROG_RXN,1,1,0,0,0,0,0,0
RXN_9789,1,0,0,0,0,0,0,0
RXN_12202,1,0,0,0,0,0,0,0
RXN_12173,1,0,0,0,0,0,0,0
PGPPHOSPHA_RXN,1,0,0,0,0,0,0,0
RXN_16380,1,1,0,0,0,0,0,0
RXN_11484,1,0,0,0,0,0,0,0
ACETYL_COA_ACETYLTRANSFER_RXN,1,0,0,0,1,0,0,0
RXN_11480,1,0,0,0,0,0,0,0
rxn_12383,0,1,0,0,0,0,0,0
RXN_16389,1,1,0,0,0,0,0,0
RXN_9237,1,0,0,0,0,0,0,0
R01248,1,0,0,0,0,0,0,0
RXN_9235,1,0,0,0,0,0,0,0
RXN_9233,1,0,0,0,0,0,0,0
RXN_4142,1,1,0,1,0,0,0,0
RXN_13756,1,0,0,0,0,0,0,0
RXN_4144,1,0,0,0,0,0,0,0
2_OCTAPRENYL_6_OHPHENOL_METHY_RXN,1,0,0,0,0,0,0,0
RXN_11552,1,0,0,0,0,0,0,0
2_4_1_119_RXN,1,0,0,0,0,0,0,0
3_HYDROXYISOBUTYRYL_COA_HYDROLASE_RXN,1,0,0,1,0,0,0,0
RXN_12778,1,1,0,0,1,0,0,0
STEROID_DELTA_ISOMERASE_RXN,1,0,0,0,0,0,0,0
RXN_16094,0,0,1,0,0,1,0,0
RXN_16095,1,1,0,1,1,0,0,0
RXN_16096,1,0,0,0,0,0,0,0
H2PTERIDINEPYROPHOSPHOKIN_RXN,0,1,0,1,0,0,0,0
GDPKIN_RXN,1,1,0,0,0,0,0,0
3_ISOPROPYLMALISOM_RXN,1,1,0,0,0,0,0,0
AZOBENZENE_REDUCTASE_RXN,0,1,0,0,0,0,0,0
UTPHEXPURIDYLYLTRANS_RXN,1,0,0,0,0,0,0,0
MR00368,1,0,0,0,0,0,0,0
2_3_1_160_RXN,1,0,0,0,0,0,0,0
DURIDKI_RXN,1,1,1,0,0,0,0,0
MR00365,1,0,0,0,0,0,0,0
MR00364,1,0,0,0,0,0,0,0
3_2_1_151_RXN,1,0,0,0,0,0,0,0
MR00366,1,0,0,0,0,0,0,0
SUCCCOASYN_RXN,0,0,0,1,0,0,0,0
GLURS_RXN,0,1,0,0,0,0,0,0
sorbitol_6_phosphatase_rxn,1,0,0,0,0,0,0,0
RXN_11026,0,0,0,0,1,0,0,0
RXN_11469,0,0,0,0,1,0,0,0
HYDROXYPYRUVATE_REDUCTASE_RXN,1,0,0,0,0,0,0,0
CITSYN_RXN,1,0,0,1,1,0,0,0
RXN0_3942,1,0,0,0,0,0,0,0
ALPHA_L_FUCOSIDASE_RXN,1,0,0,0,0,0,0,0
2_7_4_24_RXN,1,0,0,0,0,0,0,0
6_2_1_34_RXN,0,0,0,0,1,0,0,0
R04967,0,1,0,0,0,0,0,0
2_3_1_98_RXN,1,0,0,0,0,0,0,0
R04969,0,1,0,0,0,0,0,0
TSA_REDUCT_RXN,1,0,0,0,0,0,0,0
1_2_1_42_RXN,1,0,0,0,0,0,0,0
HOMOSERDEHYDROG_RXN,0,1,0,0,0,0,0,0
RXN_14704,1,0,0,0,0,0,0,0
GLUTRNAREDUCT_RXN,0,1,0,0,0,0,0,0
5_1_1_17_RXN,0,1,0,1,1,0,0,0
RXN_10465,1,0,0,0,0,0,0,0
RXN_10464,1,0,0,0,0,0,0,0
RXN_10463,1,0,0,0,0,0,0,0
RXN_15127,0,1,0,0,0,0,0,0
RXN1G_508,1,0,0,0,0,0,0,0
GLYOXYLATE_REDUCTASE_NADP+_RXN,1,1,0,0,1,0,0,0
3_2_1_78_RXN,0,0,0,0,0,1,0,0
RXN_14386,1,0,0,0,0,0,0,0
RXN_14835,1,0,0,0,0,0,0,0
RXN_14384,1,0,0,0,0,0,0,0
RXN_14385,1,0,0,0,0,0,0,0
RXN_14831,1,0,0,0,0,0,0,0
SULFITE_REDUCTASE_FERREDOXIN_RXN,0,1,0,0,0,0,0,0
DSERDEAM_RXN,0,1,0,1,0,0,0,0
6PGLUCONOLACT_RXN,1,0,0,0,0,0,0,0
SPHINGOMYELIN_PHOSPHODIESTERASE_RXN,1,0,0,0,0,0,0,0
1_ACYLGLYCEROL_3_P_ACYLTRANSFER_RXN,1,0,0,0,0,0,0,0
MANNPGUANYLTRANGDP_RXN,1,0,0,0,0,0,0,0
RXN_14014,0,1,0,0,0,0,0,0
RXN_14013,1,0,0,0,0,0,0,0
glutamidotrans_rxn,0,1,0,0,0,0,0,0
ASPCARBTRANS_RXN,1,1,0,0,0,0,0,0
1_1_1_145_RXN,1,0,0,0,0,0,0,0
SAMDECARB_RXN,1,1,0,1,0,0,0,0
